GO_ID,n_genes,n_edges,density,n_components,largest_component,avg_degree,clustering,is_clique
GO_0016274_F_protein-arginine_N-methyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006099_P_tricarboxylic_acid_cycle,52,415,0.3129713423831071,2,30,15.961538461538462,0.7958893544722727,False
GO_0003684_F_damaged_DNA_binding,23,56,0.22134387351778656,2,13,4.869565217391305,0.6405452035886817,False
GO_0004709_F_MAP_kinase_kinase_kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0010494_C_cytoplasmic_stress_granule,16,27,0.225,3,12,3.375,0.4309523809523809,False
GO_0006817_P_phosphate_ion_transport,10,16,0.35555555555555557,2,5,3.2,0.7666666666666667,False
GO_0009098_P_L-leucine_biosynthetic_process,12,27,0.4090909090909091,2,7,4.5,0.9249999999999999,False
GO_0005034_F_osmosensor_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0034975_P_protein_folding_in_endoplasmic_reticulum,2,1,1.0,1,2,1.0,0.0,True
GO_0006696_P_ergosterol_biosynthetic_process,24,244,0.8840579710144928,1,24,20.333333333333332,0.958466581076875,False
GO_0051537_F_2_iron_2_sulfur_cluster_binding,47,113,0.10453283996299723,5,28,4.808510638297872,0.34277731724540234,False
GO_0033260_P_nuclear_DNA_replication,2,1,1.0,1,2,1.0,0.0,True
GO_0000978_F_RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,38,111,0.15789473684210525,1,38,5.842105263157895,0.40115736516665307,False
GO_0019285_P_glycine_betaine_biosynthetic_process_from_choline,3,3,1.0,1,3,2.0,1.0,True
GO_0006409_P_tRNA_export_from_nucleus,6,4,0.26666666666666666,2,4,1.3333333333333333,0.0,False
GO_0019854_P_L-ascorbic_acid_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0070181_F_small_ribosomal_subunit_rRNA_binding,8,8,0.2857142857142857,2,4,2.0,0.41666666666666663,False
GO_0031031_P_positive_regulation_of_septation_initiation_signaling,3,3,1.0,1,3,2.0,1.0,True
GO_0015629_C_actin_cytoskeleton,7,10,0.47619047619047616,1,7,2.857142857142857,0.5190476190476191,False
GO_0000123_C_histone_acetyltransferase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_1900429_P_negative_regulation_of_filamentous_growth_of_a_population_of_unicellular_organisms,26,37,0.11384615384615385,2,24,2.8461538461538463,0.27216117216117214,False
GO_0005669_C_transcription_factor_TFIID_complex,7,19,0.9047619047619048,1,7,5.428571428571429,0.9238095238095239,False
GO_0042840_P_D-glucuronate_catabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0032456_P_endocytic_recycling,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0015035_F_protein-disulfide_reductase_activity,8,7,0.25,2,5,1.75,0.29166666666666663,False
GO_0006659_P_phosphatidylserine_biosynthetic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0009328_C_phenylalanine-tRNA_ligase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0016787_F_hydrolase_activity,105,240,0.04395604395604396,20,55,4.571428571428571,0.3345954900996918,False
GO_0017059_C_serine_palmitoyltransferase_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0006337_P_nucleosome_disassembly,2,1,1.0,1,2,1.0,0.0,True
GO_0098609_P_cell-cell_adhesion,10,16,0.35555555555555557,2,8,3.2,0.6347619047619049,False
GO_0000196_P_cell_integrity_MAPK_cascade,2,1,1.0,1,2,1.0,0.0,True
GO_0031573_P_mitotic_intra-S_DNA_damage_checkpoint_signaling,5,7,0.7,1,5,2.8,0.7,False
GO_0008496_F_mannan_endo-1_6-alpha-mannosidase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030943_F_mitochondrion_targeting_sequence_binding,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0042279_F_nitrite_reductase_cytochrome_ammonia-forming_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0000149_F_SNARE_binding,10,26,0.5777777777777777,1,10,5.2,0.6404761904761905,False
GO_0008730_F_L_-tartrate_dehydratase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0042797_P_tRNA_transcription_by_RNA_polymerase_III,7,21,1.0,1,7,6.0,1.0,True
GO_0006457_P_protein_folding,36,147,0.23333333333333334,2,26,8.166666666666666,0.5837172631290276,False
GO_0006995_P_cellular_response_to_nitrogen_starvation,18,21,0.13725490196078433,3,13,2.3333333333333335,0.19444444444444445,False
GO_0042744_P_hydrogen_peroxide_catabolic_process,12,21,0.3181818181818182,2,7,3.5,0.6888888888888888,False
GO_0000293_F_ferric-chelate_reductase_activity,8,16,0.5714285714285714,1,8,4.0,0.6,False
GO_0015079_F_potassium_ion_transmembrane_transporter_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0004366_F_glycerol-3-phosphate_O-acyltransferase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0005200_F_structural_constituent_of_cytoskeleton,11,27,0.4909090909090909,1,11,4.909090909090909,0.6214285714285714,False
GO_0006206_P_pyrimidine_nucleobase_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0048203_P_vesicle_targeting_trans-Golgi_to_endosome,2,1,1.0,1,2,1.0,0.0,True
GO_0006897_P_endocytosis,38,144,0.20483641536273114,1,38,7.578947368421052,0.5436208829010685,False
GO_0035091_F_phosphatidylinositol_binding,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0005770_C_late_endosome,10,26,0.5777777777777777,1,10,5.2,0.6711904761904762,False
GO_0033748_F_hydrogenase_acceptor_activity,5,10,1.0,1,5,4.0,1.0,True
GO_0000156_F_phosphorelay_response_regulator_activity,29,37,0.09113300492610837,3,14,2.5517241379310347,0.312807881773399,False
GO_0009338_C_exodeoxyribonuclease_V_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0015171_F_amino_acid_transmembrane_transporter_activity,10,7,0.15555555555555556,3,6,1.4,0.0,False
GO_0016616_F_oxidoreductase_activity_acting_on_the_CH-OH_group_of_donors_NAD_or_NADP_as_acceptor,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0031321_P_ascospore-type_prospore_assembly,2,1,1.0,1,2,1.0,0.0,True
GO_0042973_F_glucan_endo-1_3-beta-D-glucosidase_activity,6,10,0.6666666666666666,1,6,3.3333333333333335,0.8055555555555555,False
GO_0045150_P_acetoin_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0015333_F_peptide_proton_symporter_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0052656_F_L-isoleucine-2-oxoglutarate_transaminase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0070914_P_UV-damage_excision_repair,7,11,0.5238095238095238,2,5,3.142857142857143,0.7142857142857143,False
GO_0006879_P_intracellular_iron_ion_homeostasis,34,145,0.25846702317290554,2,31,8.529411764705882,0.589502009858047,False
GO_0005876_C_spindle_microtubule,8,9,0.32142857142857145,2,6,2.25,0.5833333333333333,False
GO_0099638_P_endosome_to_plasma_membrane_protein_transport,5,3,0.3,2,3,1.2,0.0,False
GO_0006655_P_phosphatidylglycerol_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_1903338_P_regulation_of_cell_wall_organization_or_biogenesis,2,1,1.0,1,2,1.0,0.0,True
GO_0006152_P_purine_nucleoside_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0003984_F_acetolactate_synthase_activity,8,10,0.35714285714285715,2,6,2.5,0.5708333333333333,False
GO_0006413_P_translational_initiation,12,34,0.5151515151515151,1,12,5.666666666666667,0.7850529100529101,False
GO_0000776_C_kinetochore,19,57,0.3333333333333333,1,19,6.0,0.6676805650489861,False
GO_0061634_F_alpha-D-xyloside_xylohydrolase,2,1,1.0,1,2,1.0,0.0,True
GO_0005516_F_calmodulin_binding,7,6,0.2857142857142857,2,5,1.7142857142857142,0.3095238095238096,False
GO_0006285_P_base-excision_repair_AP_site_formation,6,5,0.3333333333333333,2,3,1.6666666666666667,0.5,False
GO_1990063_C_Bam_protein_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0015499_F_formate_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008295_P_spermidine_biosynthetic_process,8,12,0.42857142857142855,2,5,3.0,0.625,False
GO_0004588_F_orotate_phosphoribosyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0034079_P_butanediol_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0033592_F_RNA_strand_annealing_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0032301_C_MutSalpha_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0052654_F_L-leucine-2-oxoglutarate_transaminase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008121_F_ubiquinol-cytochrome-c_reductase_activity,5,10,1.0,1,5,4.0,1.0,True
GO_0019441_P_L-tryptophan_catabolic_process_to_kynurenine,3,3,1.0,1,3,2.0,1.0,True
GO_0016298_F_lipase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006221_P_pyrimidine_nucleotide_biosynthetic_process,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0006002_P_fructose_6-phosphate_metabolic_process,6,3,0.2,3,2,1.0,0.0,False
GO_0043137_P_DNA_replication_removal_of_RNA_primer,7,6,0.2857142857142857,2,4,1.7142857142857142,0.33333333333333337,False
GO_0005543_F_phospholipid_binding,10,10,0.2222222222222222,3,4,2.0,0.4,False
GO_0003841_F_1-acylglycerol-3-phosphate_O-acyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004775_F_succinate-CoA_ligase_ADP-forming_activity,5,4,0.4,2,3,1.6,0.6,False
GO_0001174_P_transcriptional_start_site_selection_at_RNA_polymerase_II_promoter,3,3,1.0,1,3,2.0,1.0,True
GO_0006554_P_lysine_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0003746_F_translation_elongation_factor_activity,20,37,0.19473684210526315,2,12,3.7,0.45999999999999996,False
GO_0015914_P_phospholipid_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0000742_P_karyogamy_involved_in_conjugation_with_cellular_fusion,5,3,0.3,2,3,1.2,0.0,False
GO_0015192_F_L-phenylalanine_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0045053_P_protein_retention_in_Golgi_apparatus,5,3,0.3,2,3,1.2,0.0,False
GO_0015424_F_ABC-type_amino_acid_transporter_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0036171_P_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_chemical_stimulus,29,71,0.1748768472906404,2,27,4.896551724137931,0.5687192118226602,False
GO_0031369_F_translation_initiation_factor_binding,15,32,0.3047619047619048,3,9,4.266666666666667,0.7174603174603175,False
GO_0009279_C_cell_outer_membrane,55,267,0.1797979797979798,1,55,9.709090909090909,0.533205609388076,False
GO_0051083_P_de_novo_cotranslational_protein_folding,2,1,1.0,1,2,1.0,0.0,True
GO_0000822_F_inositol_hexakisphosphate_binding,8,9,0.32142857142857145,2,4,2.25,0.5,False
GO_0044781_P_bacterial-type_flagellum_organization,12,48,0.7272727272727273,1,12,8.0,0.8640812890812891,False
GO_0006271_P_DNA_strand_elongation_involved_in_DNA_replication,10,23,0.5111111111111111,1,10,4.6,0.6438095238095238,False
GO_0035312_F_5_-3_DNA_exonuclease_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0033565_C_ESCRT-0_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0019310_P_inositol_catabolic_process,6,12,0.8,1,6,4.0,0.9,False
GO_0006629_P_lipid_metabolic_process,11,8,0.14545454545454545,4,4,1.4545454545454546,0.2121212121212121,False
GO_0071014_C_post-mRNA_release_spliceosomal_complex,7,21,1.0,1,7,6.0,1.0,True
GO_0003908_F_methylated-DNA-_protein_-cysteine_S-methyltransferase_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0070814_P_hydrogen_sulfide_biosynthetic_process,10,21,0.4666666666666667,2,7,4.2,0.9399999999999998,False
GO_0042124_F_1_3-beta-glucanosyltransferase_activity,4,3,0.5,1,4,1.5,0.0,False
GO_1900233_P_positive_regulation_of_single-species_biofilm_formation_on_inanimate_substrate,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0004523_F_RNA-DNA_hybrid_ribonuclease_activity,7,6,0.2857142857142857,2,5,1.7142857142857142,0.3095238095238096,False
GO_0006325_P_chromatin_organization,5,3,0.3,2,3,1.2,0.0,False
GO_0006212_P_uracil_catabolic_process,6,15,1.0,1,6,5.0,1.0,True
GO_0120113_P_cytoplasm_to_vacuole_targeting_by_the_NVT_pathway,2,1,1.0,1,2,1.0,0.0,True
GO_0000386_F_second_spliceosomal_transesterification_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0031431_C_Dbf4-dependent_protein_kinase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0043709_P_cell_adhesion_involved_in_single-species_biofilm_formation,24,32,0.11594202898550725,4,12,2.6666666666666665,0.39166666666666666,False
GO_0000715_P_nucleotide-excision_repair_DNA_damage_recognition,3,3,1.0,1,3,2.0,1.0,True
GO_0046972_F_histone_H4K16_acetyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0007124_P_pseudohyphal_growth,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0000466_P_maturation_of_5.8S_rRNA_from_tricistronic_rRNA_transcript_SSU-rRNA_5.8S_rRNA_LSU-rRNA_,5,9,0.9,1,5,3.6,0.9,False
GO_0008023_C_transcription_elongation_factor_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0071285_P_cellular_response_to_lithium_ion,13,44,0.5641025641025641,1,13,6.769230769230769,0.7506771006771007,False
GO_0048211_P_Golgi_vesicle_docking,2,1,1.0,1,2,1.0,0.0,True
GO_0032958_P_inositol_phosphate_biosynthetic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0019478_P_D-amino_acid_catabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0006520_P_amino_acid_metabolic_process,5,4,0.4,2,3,1.6,0.6,False
GO_0033743_F_peptide-methionine_R_-S-oxide_reductase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004765_F_shikimate_kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004821_F_histidine-tRNA_ligase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005794_C_Golgi_apparatus,39,107,0.14439946018893388,3,19,5.487179487179487,0.4577681577681578,False
GO_0070971_C_endoplasmic_reticulum_exit_site,4,6,1.0,1,4,3.0,1.0,True
GO_0072686_C_mitotic_spindle,11,19,0.34545454545454546,1,11,3.4545454545454546,0.703030303030303,False
GO_0009277_C_fungal-type_cell_wall,90,492,0.12284644194756554,3,86,10.933333333333334,0.4829161791388754,False
GO_0005736_C_RNA_polymerase_I_complex,8,28,1.0,1,8,7.0,1.0,True
GO_0019563_P_glycerol_catabolic_process,13,28,0.358974358974359,2,10,4.3076923076923075,0.8623931623931624,False
GO_0036381_F_pyridoxal_5_-phosphate_synthase_glutamine_hydrolysing_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030145_F_manganese_ion_binding,18,12,0.0784313725490196,7,3,1.3333333333333333,0.16666666666666666,False
GO_0006363_P_termination_of_RNA_polymerase_I_transcription,8,28,1.0,1,8,7.0,1.0,True
GO_0000786_C_nucleosome,9,26,0.7222222222222222,1,9,5.777777777777778,0.8783068783068783,False
GO_0004022_F_alcohol_dehydrogenase_NAD_activity,7,8,0.38095238095238093,2,4,2.2857142857142856,0.9047619047619048,False
GO_0031966_C_mitochondrial_membrane,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0071916_F_dipeptide_transmembrane_transporter_activity,9,15,0.4166666666666667,2,6,3.3333333333333335,0.6,False
GO_0052621_F_diguanylate_cyclase_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0033962_P_P-body_assembly,3,3,1.0,1,3,2.0,1.0,True
GO_0032509_P_endosome_transport_via_multivesicular_body_sorting_pathway,2,1,1.0,1,2,1.0,0.0,True
GO_0042274_P_ribosomal_small_subunit_biogenesis,12,18,0.2727272727272727,2,9,3.0,0.5833333333333334,False
GO_0005847_C_mRNA_cleavage_and_polyadenylation_specificity_factor_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0017054_C_negative_cofactor_2_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0031122_P_cytoplasmic_microtubule_organization,3,3,1.0,1,3,2.0,1.0,True
GO_0070475_P_rRNA_base_methylation,8,20,0.7142857142857143,1,8,5.0,0.8690476190476191,False
GO_0050566_F_asparaginyl-tRNA_synthase_glutamine-hydrolyzing_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0017148_P_negative_regulation_of_translation,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0030001_P_metal_ion_transport,2,1,1.0,1,2,1.0,0.0,True
GO_1903457_P_lactate_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0046540_C_U4_U6_x_U5_tri-snRNP_complex,8,28,1.0,1,8,7.0,1.0,True
GO_1902693_C_superoxide_dismutase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0006351_P_DNA-templated_transcription,29,40,0.09852216748768473,5,9,2.7586206896551726,0.3822660098522168,False
GO_0005789_C_endoplasmic_reticulum_membrane,98,427,0.0898379970544919,2,96,8.714285714285714,0.5189838213205683,False
GO_0008409_F_5_-3_exonuclease_activity,4,3,0.5,1,4,1.5,0.0,False
GO_0004488_F_methylenetetrahydrofolate_dehydrogenase_NADP_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0072542_F_protein_phosphatase_activator_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0031509_P_subtelomeric_heterochromatin_formation,11,12,0.21818181818181817,2,9,2.1818181818181817,0.4090909090909091,False
GO_0008713_F_ADP-heptose-lipopolysaccharide_heptosyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006085_P_acetyl-CoA_biosynthetic_process,5,3,0.3,2,3,1.2,0.0,False
GO_0006571_P_tyrosine_biosynthetic_process,4,6,1.0,1,4,3.0,1.0,True
GO_0015772_P_oligosaccharide_transport,3,3,1.0,1,3,2.0,1.0,True
GO_0031463_C_Cul3-RING_ubiquitin_ligase_complex,4,5,0.8333333333333334,1,4,2.5,0.8333333333333333,False
GO_0006783_P_heme_biosynthetic_process,7,5,0.23809523809523808,3,3,1.4285714285714286,0.42857142857142855,False
GO_0007018_P_microtubule-based_movement,5,10,1.0,1,5,4.0,1.0,True
GO_0016877_F_ligase_activity_forming_carbon-sulfur_bonds,2,1,1.0,1,2,1.0,0.0,True
GO_0006353_P_DNA-templated_transcription_termination,5,7,0.7,1,5,2.8,0.7,False
GO_0019518_P_L-threonine_catabolic_process_to_glycine,2,1,1.0,1,2,1.0,0.0,True
GO_0031125_P_rRNA_3_-end_processing,2,1,1.0,1,2,1.0,0.0,True
GO_0003735_F_structural_constituent_of_ribosome,149,3812,0.34572827861418465,2,91,51.16778523489933,0.8683087122529198,False
GO_0003988_F_acetyl-CoA_C-acyltransferase_activity,7,7,0.3333333333333333,2,4,2.0,0.761904761904762,False
GO_0060195_P_negative_regulation_of_antisense_RNA_transcription,2,1,1.0,1,2,1.0,0.0,True
GO_0015889_P_cobalamin_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0008843_F_endochitinase_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0043332_C_mating_projection_tip,23,55,0.21739130434782608,2,19,4.782608695652174,0.7533032185206099,False
GO_0072524_P_pyridine-containing_compound_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0071978_P_bacterial-type_flagellum-dependent_swarming_motility,10,36,0.8,1,10,7.2,0.8766666666666666,False
GO_0015225_F_biotin_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004069_F_L-aspartate_2-oxoglutarate_aminotransferase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0005829_C_cytosol,798,5019,0.015782869972924784,5,513,12.578947368421053,0.3272674897219535,False
GO_0006109_P_regulation_of_carbohydrate_metabolic_process,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0006278_P_RNA-templated_DNA_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0019556_P_L-histidine_catabolic_process_to_glutamate_and_formamide,4,6,1.0,1,4,3.0,1.0,True
GO_0015184_F_L-cystine_transmembrane_transporter_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0015886_P_heme_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0031145_P_anaphase-promoting_complex-dependent_catabolic_process,5,10,1.0,1,5,4.0,1.0,True
GO_0015658_F_branched-chain_amino_acid_transmembrane_transporter_activity,4,4,0.6666666666666666,1,4,2.0,0.0,False
GO_0009089_P_lysine_biosynthetic_process_via_diaminopimelate,12,51,0.7727272727272727,1,12,8.5,0.89023569023569,False
GO_0016558_P_protein_import_into_peroxisome_matrix,7,16,0.7619047619047619,1,7,4.571428571428571,0.8095238095238094,False
GO_0006458_P_de_novo_protein_folding,2,1,1.0,1,2,1.0,0.0,True
GO_0044114_P_development_of_symbiont_in_host,10,20,0.4444444444444444,1,10,4.0,0.5923809523809525,False
GO_0005774_C_vacuolar_membrane,5,4,0.4,2,3,1.6,0.6,False
GO_0033254_C_vacuolar_transporter_chaperone_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0034497_P_protein_localization_to_phagophore_assembly_site,5,4,0.4,1,5,1.6,0.0,False
GO_0016208_F_AMP_binding,6,3,0.2,3,2,1.0,0.0,False
GO_0015344_F_siderophore_uptake_transmembrane_transporter_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0006506_P_GPI_anchor_biosynthetic_process,12,50,0.7575757575757576,1,12,8.333333333333334,0.8628968253968253,False
GO_0008266_F_poly_U_RNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0004359_F_glutaminase_activity,5,3,0.3,2,3,1.2,0.0,False
GO_0005952_C_cAMP-dependent_protein_kinase_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0044715_F_8-oxo-dGDP_phosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0010506_P_regulation_of_autophagy,5,3,0.3,2,3,1.2,0.0,False
GO_0004042_F_L-glutamate_N-acetyltransferase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_1990976_P_protein_transport_along_microtubule_to_mitotic_spindle_pole_body,4,6,1.0,1,4,3.0,1.0,True
GO_0005667_C_transcription_regulator_complex,5,5,0.5,1,5,2.0,0.4333333333333334,False
GO_0007232_P_osmosensory_signaling_pathway_via_Sho1_osmosensor,2,1,1.0,1,2,1.0,0.0,True
GO_0044780_P_bacterial-type_flagellum_assembly,14,81,0.8901098901098901,1,14,11.571428571428571,0.9324286824286825,False
GO_0009331_C_glycerol-3-phosphate_dehydrogenase_FAD_complex,4,6,1.0,1,4,3.0,1.0,True
GO_1903806_P_L-isoleucine_import_across_plasma_membrane,2,1,1.0,1,2,1.0,0.0,True
GO_0031137_P_regulation_of_conjugation_with_cellular_fusion,2,1,1.0,1,2,1.0,0.0,True
GO_0055088_P_lipid_homeostasis,2,1,1.0,1,2,1.0,0.0,True
GO_0031134_P_sister_chromatid_biorientation,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0047617_F_fatty_acyl-CoA_hydrolase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0097271_P_protein_localization_to_bud_neck,3,3,1.0,1,3,2.0,1.0,True
GO_0009826_P_unidimensional_cell_growth,2,1,1.0,1,2,1.0,0.0,True
GO_0042138_P_meiotic_DNA_double-strand_break_formation,2,1,1.0,1,2,1.0,0.0,True
GO_0008933_F_peptidoglycan_lytic_transglycosylase_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0042732_P_D-xylose_metabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_1903432_P_regulation_of_TORC1_signaling,2,1,1.0,1,2,1.0,0.0,True
GO_0016929_F_deSUMOylase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0007117_P_budding_cell_bud_growth,2,1,1.0,1,2,1.0,0.0,True
GO_1990813_P_meiotic_centromeric_cohesion_protection_in_anaphase_I,3,3,1.0,1,3,2.0,1.0,True
GO_0017108_F_5_-flap_endonuclease_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0042393_F_histone_binding,16,24,0.2,3,9,3.0,0.71875,False
GO_0006359_P_regulation_of_transcription_by_RNA_polymerase_III,4,6,1.0,1,4,3.0,1.0,True
GO_0046933_F_proton-transporting_ATP_synthase_activity_rotational_mechanism,16,50,0.4166666666666667,2,9,6.25,0.921875,False
GO_0018279_P_protein_N-linked_glycosylation_via_asparagine,11,26,0.4727272727272727,1,11,4.7272727272727275,0.5727272727272726,False
GO_0006546_P_glycine_catabolic_process,5,4,0.4,2,3,1.6,0.6,False
GO_1990611_P_regulation_of_cytoplasmic_translational_initiation_in_response_to_stress,2,1,1.0,1,2,1.0,0.0,True
GO_0031204_P_post-translational_protein_targeting_to_membrane_translocation,4,5,0.8333333333333334,1,4,2.5,0.8333333333333333,False
GO_0009229_P_thiamine_diphosphate_biosynthetic_process,12,54,0.8181818181818182,1,12,9.0,0.8924182299182299,False
GO_0010737_P_protein_kinase_A_signaling,2,1,1.0,1,2,1.0,0.0,True
GO_0051538_F_3_iron_4_sulfur_cluster_binding,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0001217_F_DNA-binding_transcription_repressor_activity,6,4,0.26666666666666666,2,4,1.3333333333333333,0.0,False
GO_0007004_P_telomere_maintenance_via_telomerase,5,6,0.6,1,5,2.4,0.8666666666666668,False
GO_0009410_P_response_to_xenobiotic_stimulus,5,4,0.4,2,3,1.6,0.6,False
GO_0004368_F_glycerol-3-phosphate_dehydrogenase_quinone_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0019784_F_deNEDDylase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0097550_C_transcription_preinitiation_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0035999_P_tetrahydrofolate_interconversion,8,13,0.4642857142857143,2,5,3.25,1.0,False
GO_0016126_P_sterol_biosynthetic_process,5,7,0.7,1,5,2.8,0.7666666666666666,False
GO_0055091_P_phospholipid_homeostasis,2,1,1.0,1,2,1.0,0.0,True
GO_0000837_C_Doa10p_ubiquitin_ligase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0042956_P_maltodextrin_transmembrane_transport,5,4,0.4,2,3,1.6,0.6,False
GO_0006452_P_translational_frameshifting,2,1,1.0,1,2,1.0,0.0,True
GO_0045259_C_proton-transporting_ATP_synthase_complex,19,83,0.4853801169590643,2,11,8.736842105263158,1.0,False
GO_0031536_P_positive_regulation_of_exit_from_mitosis,2,1,1.0,1,2,1.0,0.0,True
GO_0030479_C_actin_cortical_patch,21,114,0.5428571428571428,1,21,10.857142857142858,0.7516686628031166,False
GO_0008851_F_ethanolamine_ammonia-lyase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0035838_C_growing_cell_tip,2,1,1.0,1,2,1.0,0.0,True
GO_0006592_P_ornithine_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006043_P_glucosamine_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0009375_C_ferredoxin_hydrogenase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_1904949_C_ATPase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0032051_F_clathrin_light_chain_binding,2,1,1.0,1,2,1.0,0.0,True
